pr_number,title_length,body_length,title_word_count,body_word_count,is_draft,commits_24h,commit_authors_24h,files_changed_24h,additions_24h,deletions_24h,total_changes_24h,changes_per_commit_24h,files_per_commit_24h,deletion_ratio_24h,has_commit_activity_24h,has_file_activity_24h,change_risk_label
335304,66,1616,7,213,False,4.0,1.0,307.0,13238.0,5787.0,19025.0,4756.25,76.75,0.3041787122207621,1,1,1
335303,49,894,7,94,False,2.0,1.0,196.0,10943.0,2243.0,13186.0,6593.0,98.0,0.1701046564538146,1,1,1
335301,41,647,5,97,False,2.0,1.0,11.0,209.0,73.0,282.0,141.0,5.5,0.2588652482269503,1,1,0
335298,42,66,5,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335296,63,343,9,49,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335294,56,1040,8,128,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335290,56,544,7,79,False,2.0,1.0,1.0,57.0,4.0,61.0,30.5,0.5,0.0655737704918032,1,1,0
335289,46,363,7,39,True,2.0,2.0,306.0,15974.0,4435.0,20409.0,10204.5,153.0,0.2173060904502915,1,1,1
335286,71,1281,12,120,False,2.0,2.0,5.0,116.0,18.0,134.0,67.0,2.5,0.1343283582089552,1,1,0
335285,23,0,3,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335284,25,343,3,49,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335282,55,3204,6,444,False,2.0,1.0,12.0,198.0,437.0,635.0,317.5,6.0,0.6881889763779527,1,1,0
335280,33,0,5,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335275,82,1473,13,189,True,2.0,1.0,2.0,63.0,4.0,67.0,33.5,1.0,0.0597014925373134,1,1,0
335273,69,2460,10,330,True,1.0,1.0,2.0,136.0,5.0,141.0,141.0,2.0,0.0354609929078014,1,1,0
335270,58,1256,7,172,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335268,46,2046,6,304,False,1.0,1.0,125.0,3280.0,486.0,3766.0,3766.0,125.0,0.1290493892724376,1,1,0
335266,51,994,9,125,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335265,34,318,5,36,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335263,98,343,11,49,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335262,98,10283,11,928,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
335261,52,818,8,125,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335259,52,825,7,109,False,8.0,1.0,208.0,7671.0,2200.0,9871.0,1233.875,26.0,0.2228750886435011,1,1,1
335258,49,932,6,135,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
