pr_number,commits_count,commit_authors,files_changed,additions,deletions,total_changes,max_file_changes,avg_file_changes,files_added,files_modified,files_removed,files_renamed,deletion_ratio,changes_per_commit,files_per_commit,developers_involved
332589,2,1,16.0,204.0,32.0,236.0,77.0,13.882352941176471,0.0,17.0,0.0,0.0,0.13559322033898305,118.0,8.0,1
332590,3,1,2.0,87.0,6.0,93.0,66.0,23.25,0.0,4.0,0.0,0.0,0.06451612903225806,31.0,0.6666666666666666,1
332593,53,1,531.0,24480.0,9009.0,33489.0,725.0,47.434844192634564,54.0,635.0,15.0,2.0,0.2690137059930126,631.8679245283018,10.018867924528301,1
332594,1,1,1.0,3.0,0.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1
332598,2,1,15.0,622.0,51.0,673.0,121.0,37.388888888888886,1.0,17.0,0.0,0.0,0.07578008915304606,336.5,7.5,1
332602,4,1,213.0,6362.0,2126.0,8488.0,543.0,38.93577981651376,12.0,203.0,1.0,2.0,0.25047125353440153,2122.0,53.25,1
332604,1,1,1.0,6.0,1.0,7.0,7.0,7.0,0.0,1.0,0.0,0.0,0.14285714285714285,7.0,1.0,1
332605,1,1,4.0,52.0,18.0,70.0,39.0,17.5,0.0,4.0,0.0,0.0,0.2571428571428571,70.0,4.0,1
332606,3,1,60.0,534.0,163.0,697.0,87.0,11.426229508196721,1.0,60.0,0.0,0.0,0.23385939741750358,232.33333333333334,20.0,1
332607,1,1,6.0,57.0,48.0,105.0,48.0,17.5,0.0,6.0,0.0,0.0,0.45714285714285713,105.0,6.0,1
332608,1,1,16.0,916.0,38.0,954.0,390.0,59.625,3.0,13.0,0.0,0.0,0.039832285115303984,954.0,16.0,1
332609,2,1,4.0,164.0,3.0,167.0,86.0,41.75,0.0,4.0,0.0,0.0,0.017964071856287425,83.5,2.0,1
332612,4,1,2.0,86.0,11.0,97.0,67.0,19.4,0.0,5.0,0.0,0.0,0.1134020618556701,24.25,0.5,1
332621,3,1,308.0,8566.0,4029.0,12595.0,543.0,39.98412698412698,10.0,299.0,6.0,0.0,0.3198888447796745,4198.333333333333,102.66666666666667,1
332623,1,1,2.0,7.0,4.0,11.0,9.0,5.5,0.0,2.0,0.0,0.0,0.36363636363636365,11.0,2.0,1
332624,1,1,2.0,54.0,10.0,64.0,40.0,32.0,0.0,2.0,0.0,0.0,0.15625,64.0,2.0,1
332625,2,1,2.0,198.0,5.0,203.0,65.0,50.75,0.0,4.0,0.0,0.0,0.024630541871921183,101.5,1.0,1
332626,1,1,2.0,80.0,19.0,99.0,62.0,49.5,0.0,2.0,0.0,0.0,0.1919191919191919,99.0,2.0,1
332627,1,1,1.0,8.0,3.0,11.0,11.0,11.0,0.0,1.0,0.0,0.0,0.2727272727272727,11.0,1.0,1
332628,2,1,2.0,56.0,17.0,73.0,34.0,24.333333333333332,1.0,2.0,0.0,0.0,0.2328767123287671,36.5,1.0,1
332629,2,1,1.0,24.0,1.0,25.0,15.0,12.5,0.0,2.0,0.0,0.0,0.04,12.5,0.5,1
332630,1,1,2.0,82.0,2.0,84.0,69.0,42.0,0.0,2.0,0.0,0.0,0.023809523809523808,84.0,2.0,1
332632,1,1,2.0,87.0,15.0,102.0,73.0,51.0,0.0,2.0,0.0,0.0,0.14705882352941177,102.0,2.0,1
332634,4,1,57.0,2028.0,363.0,2391.0,190.0,39.19672131147541,2.0,59.0,0.0,0.0,0.15181932245922208,597.75,14.25,1
332636,1,1,2.0,80.0,1.0,81.0,77.0,40.5,0.0,2.0,0.0,0.0,0.012345679012345678,81.0,2.0,1
332637,2,1,1.0,30.0,21.0,51.0,29.0,25.5,0.0,2.0,0.0,0.0,0.4117647058823529,25.5,0.5,1
332638,1,1,2.0,213.0,13.0,226.0,158.0,113.0,0.0,2.0,0.0,0.0,0.05752212389380531,226.0,2.0,1
332639,4,1,304.0,12854.0,4719.0,17573.0,1487.0,56.8705501618123,54.0,250.0,4.0,1.0,0.26853696010925854,4393.25,76.0,1
332643,2,1,10.0,179.0,19.0,198.0,61.0,18.0,0.0,11.0,0.0,0.0,0.09595959595959595,99.0,5.0,1
332645,4,2,11.0,193.0,464.0,657.0,244.0,59.72727272727273,0.0,11.0,0.0,0.0,0.7062404870624048,164.25,2.75,2
332646,1,1,2.0,8.0,5.0,13.0,8.0,6.5,0.0,2.0,0.0,0.0,0.38461538461538464,13.0,2.0,1
332649,2,1,4.0,101.0,18.0,119.0,41.0,14.875,0.0,8.0,0.0,0.0,0.15126050420168066,59.5,2.0,1
332653,3,1,15.0,196.0,31.0,227.0,61.0,15.133333333333333,0.0,15.0,0.0,0.0,0.13656387665198239,75.66666666666667,5.0,1
332654,2,1,91.0,1585.0,547.0,2132.0,203.0,23.428571428571427,1.0,90.0,0.0,0.0,0.25656660412757976,1066.0,45.5,1
332655,3,1,411.0,18109.0,4528.0,22637.0,1643.0,52.40046296296296,30.0,397.0,5.0,0.0,0.20002650527896806,7545.666666666667,137.0,1
332656,2,1,12.0,252.0,36.0,288.0,63.0,20.571428571428573,0.0,14.0,0.0,0.0,0.125,144.0,6.0,1
332657,3,1,100.0,1732.0,572.0,2304.0,203.0,22.58823529411765,1.0,101.0,0.0,0.0,0.2482638888888889,768.0,33.333333333333336,1
332660,5,1,10.0,621.0,135.0,756.0,155.0,44.470588235294116,1.0,16.0,0.0,0.0,0.17857142857142858,151.2,2.0,1
332661,2,1,1.0,19.0,3.0,22.0,14.0,11.0,0.0,2.0,0.0,0.0,0.13636363636363635,11.0,0.5,1
332664,5,1,2.0,205.0,22.0,227.0,79.0,37.833333333333336,1.0,5.0,0.0,0.0,0.09691629955947137,45.4,0.4,1
332668,1,1,2.0,57.0,15.0,72.0,44.0,36.0,0.0,2.0,0.0,0.0,0.20833333333333334,72.0,2.0,1
332669,4,2,333.0,10492.0,5408.0,15900.0,543.0,45.55873925501432,16.0,326.0,7.0,0.0,0.340125786163522,3975.0,83.25,2
332674,6,1,491.0,22616.0,6859.0,29475.0,1643.0,54.990671641791046,41.0,486.0,8.0,1.0,0.23270568278201867,4912.5,81.83333333333333,1
332677,2,1,4.0,81.0,81.0,162.0,150.0,40.5,0.0,4.0,0.0,0.0,0.5,81.0,2.0,1
332680,3,1,68.0,2518.0,1266.0,3784.0,543.0,54.84057971014493,5.0,63.0,1.0,0.0,0.3345665961945032,1261.3333333333333,22.666666666666668,1
332681,2,2,15.0,194.0,68.0,262.0,71.0,17.466666666666665,0.0,15.0,0.0,0.0,0.2595419847328244,131.0,7.5,2
332685,2,1,30.0,657.0,77.0,734.0,155.0,22.9375,8.0,23.0,1.0,0.0,0.10490463215258855,367.0,15.0,1
332687,3,1,42.0,696.0,791.0,1487.0,193.0,29.74,1.0,46.0,3.0,0.0,0.5319435104236718,495.6666666666667,14.0,1
332689,5,1,117.0,6324.0,1613.0,7937.0,1640.0,64.00806451612904,12.0,108.0,4.0,0.0,0.20322540002519843,1587.4,23.4,1
332691,4,2,21.0,1259.0,304.0,1563.0,244.0,43.416666666666664,0.0,36.0,0.0,0.0,0.1944977607165707,390.75,5.25,2
332696,3,1,2.0,54.0,8.0,62.0,48.0,20.666666666666668,0.0,3.0,0.0,0.0,0.12903225806451613,20.666666666666668,0.6666666666666666,1
332697,6,1,419.0,26333.0,6314.0,32647.0,1769.0,74.7070938215103,63.0,368.0,6.0,0.0,0.19340215027414465,5441.166666666667,69.83333333333333,1
332703,4,1,7.0,181.0,43.0,224.0,57.0,18.666666666666668,0.0,12.0,0.0,0.0,0.19196428571428573,56.0,1.75,1
332704,1,1,1.0,4.0,5.0,9.0,9.0,9.0,0.0,1.0,0.0,0.0,0.5555555555555556,9.0,1.0,1
332705,2,1,2.0,89.0,5.0,94.0,48.0,47.0,0.0,2.0,0.0,0.0,0.05319148936170213,47.0,1.0,1
332709,1,1,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.5,2.0,1.0,1
332713,1,1,4.0,24.0,27.0,51.0,27.0,12.75,0.0,4.0,0.0,0.0,0.5294117647058824,51.0,4.0,1
332714,1,1,1.0,2.0,2.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.5,4.0,1.0,1
332716,1,1,2.0,53.0,5.0,58.0,49.0,29.0,0.0,2.0,0.0,0.0,0.08620689655172414,58.0,2.0,1
332718,1,1,1.0,7.0,2.0,9.0,9.0,9.0,0.0,1.0,0.0,0.0,0.2222222222222222,9.0,1.0,1
332720,3,1,65.0,1117.0,894.0,2011.0,193.0,30.01492537313433,3.0,61.0,3.0,0.0,0.4445549477871706,670.3333333333334,21.666666666666668,1
332722,1,1,2.0,16.0,1.0,17.0,15.0,8.5,0.0,2.0,0.0,0.0,0.058823529411764705,17.0,2.0,1
332723,2,1,2.0,142.0,12.0,154.0,74.0,38.5,0.0,4.0,0.0,0.0,0.07792207792207792,77.0,1.0,1
332726,6,1,595.0,34085.0,9524.0,43609.0,1657.0,64.22533136966126,64.0,606.0,8.0,1.0,0.21839528537687175,7268.166666666667,99.16666666666667,1
332728,3,2,9.0,135.0,461.0,596.0,244.0,66.22222222222223,0.0,9.0,0.0,0.0,0.7734899328859061,198.66666666666666,3.0,2
332731,1,1,2.0,32.0,3.0,35.0,26.0,17.5,0.0,2.0,0.0,0.0,0.08571428571428572,35.0,2.0,1
332735,2,1,2.0,41.0,5.0,46.0,40.0,15.333333333333334,0.0,3.0,0.0,0.0,0.10869565217391304,23.0,1.0,1
332738,1,1,2.0,34.0,0.0,34.0,30.0,17.0,0.0,2.0,0.0,0.0,0.0,34.0,2.0,1
332742,2,1,55.0,5621.0,909.0,6530.0,1643.0,118.72727272727273,3.0,52.0,0.0,0.0,0.13920367534456354,3265.0,27.5,1
332743,1,1,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.5,2.0,1.0,1
332745,4,1,462.0,18944.0,8331.0,27275.0,1643.0,53.271484375,38.0,465.0,8.0,1.0,0.30544454628780937,6818.75,115.5,1
332750,2,1,1.0,32.0,13.0,45.0,23.0,22.5,0.0,2.0,0.0,0.0,0.28888888888888886,22.5,0.5,1
332756,1,1,1.0,2.0,2.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.5,4.0,1.0,1
332757,2,1,6.0,823.0,86.0,909.0,149.0,75.75,2.0,10.0,0.0,0.0,0.09460946094609461,454.5,3.0,1
332758,5,1,381.0,15444.0,5120.0,20564.0,1643.0,48.72985781990521,22.0,393.0,6.0,1.0,0.2489787978992414,4112.8,76.2,1
332759,3,1,7.0,414.0,354.0,768.0,192.0,64.0,0.0,12.0,0.0,0.0,0.4609375,256.0,2.3333333333333335,1
332760,4,1,128.0,8646.0,1465.0,10111.0,1643.0,74.8962962962963,8.0,126.0,1.0,0.0,0.14489170210661656,2527.75,32.0,1
332762,2,1,2.0,22.0,6.0,28.0,13.0,7.0,0.0,4.0,0.0,0.0,0.21428571428571427,14.0,1.0,1
332766,2,2,305.0,14600.0,2839.0,17439.0,725.0,57.17704918032787,38.0,263.0,2.0,2.0,0.1627960318825621,8719.5,152.5,2
332767,2,1,197.0,9472.0,2292.0,11764.0,1643.0,58.82,9.0,188.0,2.0,1.0,0.19483168990139407,5882.0,98.5,1
332773,1,1,261.0,12604.0,3661.0,16265.0,1643.0,62.31800766283525,25.0,231.0,5.0,0.0,0.22508453735013834,16265.0,261.0,1
332776,24,2,1887.0,129762.0,29465.0,159227.0,4084.0,52.84666445403253,248.0,2735.0,26.0,4.0,0.18505027413692401,6634.458333333333,78.625,2
332779,3,1,64.0,394.0,402.0,796.0,108.0,12.246153846153845,0.0,65.0,0.0,0.0,0.5050251256281407,265.3333333333333,21.333333333333332,1
332781,11,1,546.0,41191.0,11148.0,52339.0,1643.0,55.385185185185186,72.0,857.0,14.0,2.0,0.21299604501423414,4758.090909090909,49.63636363636363,1
332783,5,1,382.0,17261.0,4633.0,21894.0,1055.0,48.761692650334076,25.0,418.0,4.0,2.0,0.21161048689138576,4378.8,76.4,1
332784,4,1,13.0,518.0,81.0,599.0,113.0,28.523809523809526,0.0,21.0,0.0,0.0,0.1352253756260434,149.75,3.25,1
332785,2,1,4.0,71.0,7.0,78.0,29.0,11.142857142857142,0.0,7.0,0.0,0.0,0.08974358974358974,39.0,2.0,1
332786,1,1,1.0,7.0,0.0,7.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1
332788,6,1,156.0,3361.0,1632.0,4993.0,343.0,30.631901840490798,7.0,151.0,3.0,2.0,0.32685760064089725,832.1666666666666,26.0,1
332789,3,1,10.0,937.0,41.0,978.0,218.0,81.5,2.0,10.0,0.0,0.0,0.041922290388548056,326.0,3.3333333333333335,1
332791,3,1,12.0,264.0,85.0,349.0,90.0,21.8125,0.0,16.0,0.0,0.0,0.24355300859598855,116.33333333333333,4.0,1
332792,2,1,7.0,787.0,19.0,806.0,218.0,115.14285714285714,2.0,5.0,0.0,0.0,0.02357320099255583,403.0,3.5,1
332793,2,1,3.0,165.0,5.0,170.0,137.0,42.5,1.0,3.0,0.0,0.0,0.029411764705882353,85.0,1.5,1
332795,3,1,198.0,9900.0,2534.0,12434.0,1643.0,61.554455445544555,11.0,188.0,2.0,1.0,0.20379604310760818,4144.666666666667,66.0,1
332796,1,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1
332799,8,1,308.0,12901.0,3274.0,16175.0,1083.0,50.232919254658384,30.0,288.0,4.0,0.0,0.20241112828438948,2021.875,38.5,1
332800,3,1,8.0,337.0,42.0,379.0,103.0,37.9,0.0,10.0,0.0,0.0,0.11081794195250659,126.33333333333333,2.6666666666666665,1
332801,5,2,11.0,163.0,465.0,628.0,244.0,57.09090909090909,0.0,11.0,0.0,0.0,0.7404458598726115,125.6,2.2,2
332802,3,1,1.0,17.0,9.0,26.0,12.0,8.666666666666666,0.0,3.0,0.0,0.0,0.34615384615384615,8.666666666666666,0.3333333333333333,1
332803,11,3,217.0,9935.0,2691.0,12626.0,1043.0,47.11194029850746,12.0,253.0,2.0,1.0,0.21313163313796926,1147.8181818181818,19.727272727272727,3
332804,3,1,7.0,221.0,63.0,284.0,130.0,31.555555555555557,0.0,9.0,0.0,0.0,0.22183098591549297,94.66666666666667,2.3333333333333335,1
332807,1,1,11.0,45.0,67.0,112.0,32.0,10.181818181818182,0.0,11.0,0.0,0.0,0.5982142857142857,112.0,11.0,1
332809,5,2,301.0,14675.0,2197.0,16872.0,772.0,55.5,47.0,249.0,6.0,2.0,0.13021574205784733,3374.4,60.2,2
332812,3,1,146.0,7809.0,1484.0,9293.0,1043.0,60.73856209150327,11.0,139.0,2.0,1.0,0.15969008931453782,3097.6666666666665,48.666666666666664,1
332813,3,1,5.0,9.0,9.0,18.0,4.0,2.5714285714285716,0.0,7.0,0.0,0.0,0.5,6.0,1.6666666666666667,1
332814,3,1,2.0,21.0,1.0,22.0,17.0,7.333333333333333,0.0,3.0,0.0,0.0,0.045454545454545456,7.333333333333333,0.6666666666666666,1
332815,2,1,2.0,5.0,5.0,10.0,8.0,5.0,0.0,2.0,0.0,0.0,0.5,5.0,1.0,1
332817,1,1,1.0,8.0,7.0,15.0,15.0,15.0,0.0,1.0,0.0,0.0,0.4666666666666667,15.0,1.0,1
332818,1,1,2.0,2.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.5,4.0,2.0,1
332820,5,1,187.0,8757.0,1932.0,10689.0,1043.0,49.94859813084112,11.0,200.0,2.0,1.0,0.1807465618860511,2137.8,37.4,1
332821,6,2,2.0,137.0,13.0,150.0,51.0,18.75,0.0,8.0,0.0,0.0,0.08666666666666667,25.0,0.3333333333333333,2
332822,2,1,5.0,70.0,4.0,74.0,61.0,14.8,0.0,5.0,0.0,0.0,0.05405405405405406,37.0,2.5,1
332823,2,1,3.0,42.0,79.0,121.0,46.0,40.333333333333336,0.0,3.0,0.0,0.0,0.6528925619834711,60.5,1.5,1
332825,9,1,27.0,3114.0,555.0,3669.0,718.0,62.186440677966104,1.0,58.0,0.0,0.0,0.15126737530662307,407.6666666666667,3.0,1
332826,2,1,184.0,8784.0,1867.0,10651.0,1043.0,56.65425531914894,12.0,173.0,2.0,1.0,0.17528870528588864,5325.5,92.0,1
332827,9,1,544.0,48626.0,9740.0,58366.0,802.0,61.18029350104822,113.0,828.0,9.0,4.0,0.16687797690436212,6485.111111111111,60.44444444444444,1
332828,5,1,307.0,18823.0,3235.0,22058.0,1083.0,70.47284345047923,41.0,267.0,5.0,0.0,0.1466588085955209,4411.6,61.4,1
332833,2,1,146.0,4030.0,1290.0,5320.0,334.0,36.43835616438356,8.0,136.0,1.0,1.0,0.2424812030075188,2660.0,73.0,1
332834,17,5,343.0,18730.0,8679.0,27409.0,1591.0,78.76149425287356,62.0,260.0,25.0,1.0,0.316647816410668,1612.2941176470588,20.176470588235293,5
332835,2,1,1.0,53.0,27.0,80.0,46.0,40.0,0.0,2.0,0.0,0.0,0.3375,40.0,0.5,1
332838,29,1,16.0,1800.0,738.0,2538.0,503.0,35.25,3.0,69.0,0.0,0.0,0.2907801418439716,87.51724137931035,0.5517241379310345,1
332839,2,1,8.0,81.0,48.0,129.0,38.0,14.333333333333334,0.0,9.0,0.0,0.0,0.37209302325581395,64.5,4.0,1
332841,1,1,12.0,725.0,178.0,903.0,283.0,75.25,3.0,9.0,0.0,0.0,0.19712070874861573,903.0,12.0,1
332844,1,1,6.0,137.0,6.0,143.0,87.0,23.833333333333332,0.0,6.0,0.0,0.0,0.04195804195804196,143.0,6.0,1
332855,2,1,2.0,305.0,49.0,354.0,143.0,88.5,0.0,4.0,0.0,0.0,0.1384180790960452,177.0,1.0,1
332863,4,1,4.0,82.0,82.0,164.0,150.0,27.333333333333332,0.0,6.0,0.0,0.0,0.5,41.0,1.0,1
332864,3,1,4.0,81.0,20.0,101.0,52.0,12.625,0.0,8.0,0.0,0.0,0.19801980198019803,33.666666666666664,1.3333333333333333,1
332869,2,1,9.0,237.0,42.0,279.0,121.0,25.363636363636363,0.0,11.0,0.0,0.0,0.15053763440860216,139.5,4.5,1
332872,1,1,2.0,73.0,4.0,77.0,69.0,38.5,1.0,1.0,0.0,0.0,0.05194805194805195,77.0,2.0,1
332874,1,1,2.0,56.0,3.0,59.0,43.0,29.5,0.0,2.0,0.0,0.0,0.05084745762711865,59.0,2.0,1
332875,2,1,2.0,3.0,3.0,6.0,4.0,3.0,0.0,2.0,0.0,0.0,0.5,3.0,1.0,1
332876,2,1,4.0,255.0,37.0,292.0,137.0,48.666666666666664,2.0,4.0,0.0,0.0,0.1267123287671233,146.0,2.0,1
332878,1,1,2.0,121.0,8.0,129.0,71.0,64.5,0.0,2.0,0.0,0.0,0.06201550387596899,129.0,2.0,1
332890,1,1,44.0,4845.0,407.0,5252.0,477.0,119.36363636363636,8.0,36.0,0.0,0.0,0.0774942878903275,5252.0,44.0,1
332891,2,1,8.0,105.0,106.0,211.0,114.0,26.375,0.0,8.0,0.0,0.0,0.5023696682464455,105.5,4.0,1
332892,15,1,16.0,259.0,215.0,474.0,42.0,11.023255813953488,1.0,41.0,1.0,0.0,0.45358649789029537,31.6,1.0666666666666667,1
332893,2,1,6.0,194.0,13.0,207.0,122.0,34.5,1.0,5.0,0.0,0.0,0.06280193236714976,103.5,3.0,1
332895,1,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1
332899,1,1,2.0,83.0,3.0,86.0,77.0,43.0,1.0,1.0,0.0,0.0,0.03488372093023256,86.0,2.0,1
332900,1,1,2.0,11.0,2.0,13.0,11.0,6.5,0.0,2.0,0.0,0.0,0.15384615384615385,13.0,2.0,1
332904,2,1,9.0,2594.0,193.0,2787.0,1405.0,278.7,6.0,4.0,0.0,0.0,0.06925008970218874,1393.5,4.5,1
332908,2,1,2.0,54.0,1.0,55.0,26.0,18.333333333333332,0.0,3.0,0.0,0.0,0.01818181818181818,27.5,1.0,1
332909,2,1,14.0,92.0,47.0,139.0,45.0,9.928571428571429,0.0,14.0,0.0,0.0,0.3381294964028777,69.5,7.0,1
332911,2,1,9.0,245.0,88.0,333.0,83.0,25.615384615384617,0.0,13.0,0.0,0.0,0.26426426426426425,166.5,4.5,1
332916,1,1,2.0,9.0,8.0,17.0,9.0,8.5,0.0,2.0,0.0,0.0,0.47058823529411764,17.0,2.0,1
332918,3,1,2.0,210.0,21.0,231.0,71.0,57.75,0.0,4.0,0.0,0.0,0.09090909090909091,77.0,0.6666666666666666,1
332923,2,1,2.0,57.0,9.0,66.0,25.0,16.5,0.0,4.0,0.0,0.0,0.13636363636363635,33.0,1.0,1
332926,2,1,22.0,134.0,59.0,193.0,54.0,8.041666666666666,0.0,24.0,0.0,0.0,0.30569948186528495,96.5,11.0,1
332929,12,1,581.0,35176.0,14390.0,49566.0,2174.0,64.96199213630406,85.0,665.0,12.0,1.0,0.29031997740386556,4130.5,48.416666666666664,1
332932,5,1,74.0,2303.0,353.0,2656.0,146.0,32.79012345679013,44.0,37.0,0.0,0.0,0.13290662650602408,531.2,14.8,1
332935,20,1,37.0,1609.0,483.0,2092.0,1079.0,38.03636363636364,1.0,54.0,0.0,0.0,0.23087954110898662,104.6,1.85,1
332937,3,1,94.0,6111.0,11.0,6122.0,547.0,63.770833333333336,93.0,3.0,0.0,0.0,0.0017967984318850048,2040.6666666666667,31.333333333333332,1
332939,3,1,4.0,219.0,56.0,275.0,114.0,45.833333333333336,0.0,6.0,0.0,0.0,0.20363636363636364,91.66666666666667,1.3333333333333333,1
332941,2,1,10.0,147.0,54.0,201.0,54.0,16.75,0.0,12.0,0.0,0.0,0.26865671641791045,100.5,5.0,1
332942,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
332943,1,1,2.0,37.0,1.0,38.0,35.0,19.0,0.0,2.0,0.0,0.0,0.02631578947368421,38.0,2.0,1
332945,1,1,4.0,86.0,86.0,172.0,82.0,43.0,0.0,4.0,0.0,0.0,0.5,172.0,4.0,1
332948,5,1,457.0,22495.0,7088.0,29583.0,1532.0,60.870370370370374,64.0,417.0,5.0,0.0,0.2395970658824325,5916.6,91.4,1
332950,4,1,264.0,14828.0,3127.0,17955.0,1588.0,65.2909090909091,60.0,214.0,1.0,0.0,0.17415761626287943,4488.75,66.0,1
332951,1,1,32.0,568.0,433.0,1001.0,244.0,31.28125,0.0,32.0,0.0,0.0,0.4325674325674326,1001.0,32.0,1
332952,5,2,409.0,27489.0,3943.0,31432.0,1588.0,72.25747126436782,77.0,357.0,1.0,0.0,0.12544540595571393,6286.4,81.8,2
332953,2,1,4.0,115.0,3.0,118.0,44.0,29.5,0.0,4.0,0.0,0.0,0.025423728813559324,59.0,2.0,1
332958,1,1,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.5,2.0,1.0,1
332961,1,1,13.0,993.0,162.0,1155.0,308.0,88.84615384615384,2.0,11.0,0.0,0.0,0.14025974025974025,1155.0,13.0,1
332962,1,1,6.0,326.0,58.0,384.0,143.0,64.0,0.0,6.0,0.0,0.0,0.15104166666666666,384.0,6.0,1
332963,1,1,9.0,747.0,105.0,852.0,311.0,94.66666666666667,2.0,7.0,0.0,0.0,0.12323943661971831,852.0,9.0,1
332964,1,1,5.0,415.0,27.0,442.0,151.0,88.4,0.0,5.0,0.0,0.0,0.06108597285067873,442.0,5.0,1
332965,1,1,20.0,1419.0,90.0,1509.0,309.0,75.45,3.0,17.0,0.0,0.0,0.05964214711729622,1509.0,20.0,1
332966,1,1,11.0,401.0,29.0,430.0,196.0,39.09090909090909,1.0,10.0,0.0,0.0,0.06744186046511629,430.0,11.0,1
332967,1,1,3.0,466.0,1.0,467.0,273.0,155.66666666666666,2.0,1.0,0.0,0.0,0.0021413276231263384,467.0,3.0,1
332968,1,1,3.0,211.0,9.0,220.0,139.0,73.33333333333333,0.0,3.0,0.0,0.0,0.04090909090909091,220.0,3.0,1
332970,2,1,3.0,45.0,11.0,56.0,27.0,11.2,0.0,5.0,0.0,0.0,0.19642857142857142,28.0,1.5,1
332971,6,2,3.0,687.0,284.0,971.0,670.0,121.375,1.0,6.0,1.0,0.0,0.2924819773429454,161.83333333333334,0.5,2
332974,1,1,5.0,87.0,19.0,106.0,40.0,21.2,0.0,5.0,0.0,0.0,0.1792452830188679,106.0,5.0,1
332976,1,1,5.0,12.0,10.0,22.0,8.0,4.4,0.0,5.0,0.0,0.0,0.45454545454545453,22.0,5.0,1
332977,2,1,8.0,76.0,36.0,112.0,50.0,14.0,0.0,8.0,0.0,0.0,0.32142857142857145,56.0,4.0,1
332979,3,1,9.0,801.0,396.0,1197.0,253.0,66.5,0.0,18.0,0.0,0.0,0.3308270676691729,399.0,3.0,1
332981,2,1,11.0,123.0,20.0,143.0,44.0,13.0,0.0,11.0,0.0,0.0,0.13986013986013987,71.5,5.5,1
332982,10,2,75.0,4699.0,3003.0,7702.0,685.0,68.76785714285714,7.0,97.0,6.0,2.0,0.3898987276032199,770.2,7.5,2
332984,3,1,4.0,102.0,37.0,139.0,45.0,19.857142857142858,0.0,7.0,0.0,0.0,0.26618705035971224,46.333333333333336,1.3333333333333333,1
332985,5,2,705.0,35764.0,7292.0,43056.0,1505.0,56.2088772845953,110.0,648.0,8.0,0.0,0.16936083240431066,8611.2,141.0,2
332987,7,1,331.0,14532.0,2093.0,16625.0,612.0,47.636103151862464,77.0,272.0,0.0,0.0,0.12589473684210525,2375.0,47.285714285714285,1
332989,1,1,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.5,2.0,1.0,1
332992,4,1,97.0,2897.0,468.0,3365.0,196.0,33.65,44.0,56.0,0.0,0.0,0.13907875185735513,841.25,24.25,1
332994,1,1,1.0,35.0,4.0,39.0,39.0,39.0,0.0,1.0,0.0,0.0,0.10256410256410256,39.0,1.0,1
332998,4,2,307.0,17533.0,2767.0,20300.0,1518.0,66.12377850162866,21.0,281.0,5.0,0.0,0.1363054187192118,5075.0,76.75,2
332999,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
333000,2,1,7.0,86.0,18.0,104.0,56.0,13.0,0.0,8.0,0.0,0.0,0.17307692307692307,52.0,3.5,1
333003,1,1,1.0,5.0,0.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1
333008,1,1,2.0,71.0,4.0,75.0,57.0,37.5,0.0,2.0,0.0,0.0,0.05333333333333334,75.0,2.0,1
333011,3,1,3.0,70.0,74.0,144.0,87.0,24.0,0.0,6.0,0.0,0.0,0.5138888888888888,48.0,1.0,1
333014,3,1,70.0,7985.0,1757.0,9742.0,1588.0,135.30555555555554,5.0,66.0,1.0,0.0,0.180353110244303,3247.3333333333335,23.333333333333332,1
333021,2,2,1.0,6.0,7.0,13.0,7.0,6.5,0.0,2.0,0.0,0.0,0.5384615384615384,6.5,0.5,2
333022,3,2,1.0,20.0,14.0,34.0,26.0,11.333333333333334,0.0,3.0,0.0,0.0,0.4117647058823529,11.333333333333334,0.3333333333333333,2
333027,5,1,17.0,625.0,169.0,794.0,141.0,34.52173913043478,0.0,23.0,0.0,0.0,0.2128463476070529,158.8,3.4,1
333028,2,1,1.0,12.0,3.0,15.0,12.0,7.5,0.0,2.0,0.0,0.0,0.2,7.5,0.5,1
333029,1,1,6.0,262.0,59.0,321.0,119.0,53.5,0.0,6.0,0.0,0.0,0.1838006230529595,321.0,6.0,1
333030,3,1,187.0,15630.0,2740.0,18370.0,1588.0,97.7127659574468,19.0,168.0,1.0,0.0,0.1491562329885683,6123.333333333333,62.333333333333336,1
